rateLimitingCodons,antiShineDelgarno,ttDimerCount,otherPyrDimerCount,weightedPyrDimerCount,methylationSites,repeatRuns,deaminationSites,alkylationSites,oxidationSites,miscSites,hairpinSites,insertionSequences
BBa_J18963,3,3,29,37,24.512600000000006,0,9,13,17,24,2,1,0
BBa_J18916,0,2,4,10,4.4384,0,1,4,7,5,1,0,0
BBa_J18928,0,19,54,84,48.629799999999996,2,10,53,55,45,19,7,0
BBa_J18964,135,309,818,1627,889.5909999999999,42,132,553,1085,584,177,49,0
BBa_J202034,1,5,9,26,13.345399999999998,0,0,1,19,6,2,0,0
BBa_J22081,74,102,105,416,152.88359999999997,16,11,162,272,180,47,15,0
BBa_J22126,1,9,35,52,33.0255,0,4,16,39,17,8,0,0
BBa_J202037,0,5,5,22,10.605399999999998,0,0,1,17,6,4,0,0
BBa_J202031,3,3,5,22,8.6774,0,0,1,15,6,2,0,0
BBa_J212106,0,0,0,0,0,0,0,0,0,0,0,0,0
BBa_J202032,3,5,1,26,6.7694,4,0,5,17,6,2,2,0
BBa_J202038,1,3,1,18,7.087199999999999,0,0,3,15,2,2,0,0
BBa_J176168,192,610,630,2477,886.8081,55,114,764,1571,1263,248,86,0
BBa_J212109,0,0,0,0,0,0,0,0,0,0,0,0,0
BBa_J22281,96,228,381,985,450.8334,39,50,343,654,401,103,30,0
BBa_J212107,0,0,0,0,0,0,0,0,0,0,0,0,0
BBa_J23060,3,10,16,39,14.014399999999997,3,6,21,23,35,0,1,0
BBa_J23075,33,92,113,341,142.30370000000002,13,18,107,238,146,48,17,1
BBa_J23076,82,268,471,1099,536.0311999999999,28,72,357,741,432,121,42,0
BBa_J23084,13,32,43,121,51.8883,5,12,29,81,57,8,6,0
BBa_J23091,2,6,11,24,12.7605,1,1,2,18,6,2,0,0
BBa_J23097,0,0,0,0,0,0,0,0,0,0,0,0,0
BBa_J23202,0,0,0,0,0,0,0,0,0,0,0,0,0
BBa_J23083,13,33,43,121,52.46319999999999,6,14,30,83,55,8,6,0
BBa_J23203,0,0,0,0,0,0,0,0,0,0,0,0,0
BBa_J23208,0,0,0,0,0,0,0,0,0,0,0,0,0
BBa_J24013,0,0,0,0,0,0,0,0,0,0,0,0,0
BBa_J23201,0,0,0,0,0,0,0,0,0,0,0,0,0
BBa_J23200,0,0,0,0,0,0,0,0,0,0,0,0,0
BBa_J23205,0,0,0,0,0,0,0,0,0,0,0,0,0
BBa_J24006,77,168,225,624,277.9298,15,33,173,432,235,61,25,0
BBa_J23204,0,0,0,0,0,0,0,0,0,0,0,0,0
BBa_J23206,0,0,0,0,0,0,0,0,0,0,0,0,0
BBa_J24802,10,55,38,172,61.60479999999999,7,5,87,119,82,23,15,0
BBa_J24801,10,55,38,172,61.60479999999999,7,5,87,119,82,23,15,0
BBa_J26000,0,0,0,0,0,0,0,0,0,0,0,0,0
BBa_J26002,1,3,0,5,1.3911,0,0,0,5,1,0,0,0
BBa_J26001,0,0,0,0,0,0,0,0,0,0,0,0,0
BBa_J24666,250,581,885,2415,1086.8224,92,111,938,1648,955,295,108,2
BBa_J24017,199,509,708,2152,911.8936,80,92,873,1437,889,266,106,2
BBa_J29045,8,52,71,302,116.29609999999998,9,5,142,188,122,44,19,0
BBa_J31018,20,77,197,324,195.03620000000004,8,19,73,226,111,38,9,0
BBa_J34710,75,172,266,606,296.12780000000004,17,38,317,430,252,102,39,0
BBa_J29044,16,87,129,458,178.75679999999997,18,23,197,293,190,67,14,0
BBa_J26100,172,518,1076,2345,1165.409,75,156,768,1552,998,316,79,0
BBa_J32028,3,4,11,14,10.2745,0,3,2,11,7,3,0,0
BBa_J37017,123,179,292,709,338.0551,27,31,252,494,269,79,23,0
BBa_J45503,12,23,72,111,71.3325,3,9,50,73,41,12,7,0
BBa_J37013,0,3,27,15,17.1891,0,16,0,4,19,2,1,0
BBa_J37012,7,0,0,42,24.612,21,0,20,42,0,0,0,0
BBa_J48106,2,72,60,374,128.9557,10,3,215,257,143,27,31,0
BBa_J50035,54,84,209,355,210.755,10,19,80,249,121,41,11,0
BBa_J47861,68,110,113,451,162.68759999999997,16,13,185,289,209,47,21,0
BBa_J49006,0,0,0,0,0,0,0,0,0,0,0,0,0
BBa_J54101,0,0,0,0,0,0,0,0,0,0,0,0,0
BBa_J48107,24,54,129,175,120.5018,5,23,34,145,53,18,0,0
BBa_J54016,0,5,5,18,7.407800000000001,2,1,11,12,8,1,1,0
BBa_J54024,0,0,0,0,0,0,0,0,0,0,0,0,0
BBa_J23207,0,0,0,0,0,0,0,0,0,0,0,0,0
BBa_J37007,0,3,18,18,12.382499999999997,0,9,30,9,24,0,3,0
BBa_J5526,16,91,148,341,169.555,10,13,96,229,129,39,10,0
BBa_J54232,56,80,187,344,198.90779999999998,16,18,65,246,104,36,6,0
BBa_J61004,204,497,840,1955,953.7991999999999,40,142,675,1355,816,244,80,0
BBa_J55000,96,120,420,582,397.3786999999999,25,50,116,412,161,64,7,0
BBa_J580110,23,59,159,254,157.50709999999998,6,15,37,179,85,31,5,0
BBa_J54241,0,0,0,0,0,0,0,0,0,0,0,0,0
BBa_J586110,23,59,159,254,157.50709999999998,6,15,37,179,85,31,5,0
BBa_J56016,0,4,7,8,6.2521,0,0,1,8,1,0,0,0
BBa_J61143,1,3,1,6,1.5011999999999999,0,0,1,4,2,0,0,0
BBa_J61146,1,2,1,5,1.3972,0,0,3,4,2,0,0,0
BBa_J61135,2,2,2,7,3.1502,0,0,1,6,2,0,0,0
BBa_J61142,1,3,1,7,0.8444999999999999,1,0,1,4,7,0,1,0
BBa_J61141,1,3,1,7,2.0872,0,0,1,5,2,1,0,0
BBa_J61144,1,1,1,6,0.8333999999999999,1,0,1,2,5,1,0,0
BBa_J58123,233,674,1296,2758,1429.5031999999997,107,147,955,1959,971,334,91,1
BBa_J63007,0,2,9,8,6.6534,0,0,2,6,4,5,0,0
BBa_J61122,1,5,2,8,3.3470999999999997,0,0,1,8,1,0,0,0
BBa_J61145,1,2,2,6,1.9892999999999998,0,0,1,4,4,1,0,0
BBa_J64024,1,4,6,6,4.888199999999999,0,2,0,6,3,0,0,0
BBa_J61147,1,2,1,4,1.2932,0,0,2,3,2,0,0,0
BBa_J64069,3,6,16,22,14.789699999999998,1,2,10,15,7,3,1,0
BBa_J64013,3,3,3,7,3.8240999999999996,0,0,0,7,1,0,0,0
BBa_J64005,1,4,13,27,18.369200000000003,1,0,3,26,2,0,0,0
BBa_J64865,0,0,0,0,0,0,0,0,0,0,0,0,0
BBa_J64721,0,0,0,0,0,0,0,0,0,0,0,0,0
BBa_J64907,1,1,6,3,4.1871,0,2,0,3,1,0,0,0
BBa_J64852,0,1,2,6,2.5641999999999996,0,0,2,4,2,1,0,0
BBa_J64862,0,0,0,0,0,0,0,0,0,0,0,0,0
BBa_J64996,0,0,1,0,0.581,0,0,0,0,0,0,0,0
BBa_J64980,0,0,0,0,0,0,0,0,0,0,0,0,0
BBa_J54015,4,4,6,15,9.1053,2,0,4,13,3,1,0,0
BBa_J64995,0,0,1,1,1.1669999999999998,0,0,0,1,0,1,0,0
BBa_J69122,106,176,227,733,298.19899999999996,25,25,286,499,311,68,29,0
BBa_J54250,4,4,6,15,9.1053,2,0,4,13,3,1,0,0
BBa_J69013,42,88,182,328,197.61989999999997,13,27,110,257,103,42,11,0
BBa_J69111,94,163,339,704,365.71320000000003,21,39,211,495,261,72,24,0
BBa_J64993,0,0,0,0,0,0,0,0,0,0,0,0,0
BBa_J69211,15,22,29,103,45.075900000000004,6,2,20,74,24,9,2,0
BBa_J69516,27,71,173,297,172.4127,13,26,92,215,80,29,4,0
BBa_J69583,62,94,77,392,129.00339999999997,18,10,148,252,181,40,15,0
BBa_J69593,62,94,78,391,129.0913,18,10,148,251,180,39,15,0
BBa_J69131,94,158,343,695,373.5180000000001,21,36,206,494,242,72,22,0
BBa_J69584,66,91,81,388,130.7081,17,9,149,248,175,40,15,0
BBa_J61042,97,237,672,1081,659.3078999999999,25,112,334,731,395,131,35,0
BBa_J69574,66,91,82,387,130.7031,17,9,150,247,175,39,15,0
BBa_J69573,62,94,78,391,128.99839999999998,18,10,149,251,181,39,15,0
BBa_J69594,66,91,82,387,130.796,17,9,149,247,174,39,15,0
BBa_J69616,82,145,353,622,362.55379999999997,23,43,140,447,178,66,9,0
BBa_J70011,0,2,1,3,0.7071999999999999,1,0,0,2,2,0,0,0
BBa_J70003,90,276,460,1088,509.10039999999987,27,94,425,729,487,123,56,1
BBa_J70020,3,7,8,19,9.237300000000001,3,0,0,16,3,0,0,0
BBa_J70037,55,93,206,374,211.4121,10,19,84,260,135,45,12,0
BBa_J69210,15,22,28,103,44.4949,6,2,20,74,24,9,2,0
BBa_J70048,0,2,2,11,4.1586,1,0,0,7,8,1,1,0
BBa_J70018,4,16,17,36,18.6618,4,0,2,28,8,3,0,0
BBa_J70017,3,7,7,24,10.622300000000003,3,0,0,19,3,0,0,0
BBa_J69011,91,156,365,627,382.2587,22,44,159,470,196,78,16,0
BBa_J70065,1,5,3,21,7.132700000000001,3,0,0,13,8,1,1,0
BBa_J70064,2,12,13,33,15.747099999999998,4,0,2,22,12,4,1,0
BBa_J70104,3,14,2,38,8.076,6,0,4,24,26,4,4,0
BBa_J70312,58,85,79,350,120.46039999999999,11,12,139,225,167,34,14,0
BBa_J70328,0,0,0,0,0,0,0,0,0,0,0,0,0
BBa_J64951,0,6,21,20,18.247400000000003,0,2,6,15,5,4,1,0
BBa_J70320,86,285,308,995,400.2041,26,37,310,690,436,86,37,0
BBa_J70322,49,200,135,736,235.4136,18,19,266,482,360,67,36,0
BBa_J70341,2,6,4,20,4.6423000000000005,1,3,12,13,20,2,0,0
BBa_J70332,2,3,7,14,5.650900000000002,1,4,11,7,13,1,1,0
BBa_J70335,2,3,5,15,5.0749,1,2,13,10,13,1,1,0
BBa_J70333,2,3,7,15,6.236900000000001,1,4,11,10,13,0,1,0
BBa_J70046,0,1,1,10,3.6593999999999998,1,0,1,6,4,0,0,0
BBa_J70342,2,9,9,28,11.346699999999998,2,0,7,20,7,1,0,0
BBa_J70330,1,3,9,14,6.8129,1,6,9,7,13,0,1,0
BBa_J70334,1,3,5,14,4.488900000000001,1,2,13,7,13,0,1,0
BBa_J70339,2,6,10,18,8.1061,1,9,8,11,18,2,0,0
BBa_J70331,2,4,9,15,7.3989,1,6,9,10,13,1,1,0
BBa_J70389,14,70,113,265,129.30640000000002,6,11,76,173,110,28,8,0
BBa_J70392,13,72,117,267,132.3204,6,11,76,176,110,28,8,0
BBa_J70387,14,70,115,266,130.47950000000003,6,11,76,173,111,28,9,0
BBa_J70412,54,184,157,719,241.0327,23,32,298,460,365,70,32,0
BBa_J70420,54,184,157,719,241.0327,23,32,298,460,365,70,32,0
BBa_J70428,58,95,165,367,183.72739999999996,10,15,120,243,147,38,15,0
BBa_J70430,0,0,0,0,0,0,0,0,0,0,0,0,0
BBa_J70435,0,0,0,0,0,0,0,0,0,0,0,0,0
BBa_J70438,1,0,0,0,0,0,0,0,0,0,0,0,0
BBa_J70448,1,7,2,17,4.875500000000001,1,1,1,13,7,0,0,0
BBa_J70467,1,0,4,16,6.6941999999999995,2,0,0,8,2,0,0,0
BBa_J70472,7,92,81,377,126.59669999999998,12,9,163,238,184,38,19,0
BBa_J70479,16,71,181,298,180.21959999999999,7,17,65,209,104,34,9,0
BBa_J70481,17,73,185,301,183.8196,7,17,65,213,104,34,9,0
BBa_J70477,16,71,183,299,181.3927,7,17,65,209,105,34,10,0
BBa_J70474,8,94,85,380,130.1967,12,9,163,242,184,38,19,0
BBa_J70486,0,1,9,13,6.894699999999999,0,3,7,4,10,0,1,0
BBa_J70487,3,6,7,17,6.630700000000001,1,3,6,13,10,2,1,0
BBa_J70470,7,92,83,378,127.76979999999999,12,9,163,238,185,38,20,0
BBa_J70326,0,3,18,10,11.329699999999997,0,15,5,6,11,0,1,0
BBa_J70526,15,70,188,303,183.7672,6,20,70,207,113,34,10,0
BBa_J70541,1,0,4,15,6.6831,2,0,1,8,1,0,0,0
BBa_J70547,17,73,185,301,183.8196,7,17,65,213,104,34,9,0
BBa_J70545,16,71,181,298,180.21959999999999,7,17,65,209,104,34,9,0
BBa_J70554,8,20,73,137,77.23079999999997,6,6,27,91,45,18,2,0
BBa_J70543,16,71,183,299,181.3927,7,17,65,209,105,34,10,0
BBa_J70548,1,21,40,58,36.6649,0,4,7,40,23,9,0,0
BBa_J70566,0,0,0,0,0,0,0,0,0,0,0,0,0
BBa_J70574,0,0,0,0,0,0,0,0,0,0,0,0,0
BBa_J70595,9,52,150,225,146.24219999999997,4,15,31,161,74,28,3,0
BBa_J70594,0,0,2,0,1.162,0,0,0,0,0,0,0,0
BBa_J70609,0,0,2,7,3.5393,0,0,0,4,3,0,0,0
BBa_J70616,0,0,0,0,0,0,0,0,0,0,0,0,0
BBa_J70593,0,0,0,0,0,0,0,0,0,0,0,0,0
BBa_J70618,0,0,0,0,0,0,0,0,0,0,0,0,0
BBa_J70611,0,66,110,248,123.0892,3,11,71,160,108,27,7,0
BBa_J70615,1,0,9,14,8.2414,1,3,6,7,5,2,0,0
BBa_J70628,18,121,276,460,279.5629,5,33,97,329,141,67,8,0
BBa_J70620,0,79,179,397,200.02219999999994,11,12,170,269,154,62,11,0
BBa_J70622,0,3,5,20,9.044299999999998,1,0,2,15,3,2,0,0
BBa_J70627,0,12,20,51,21.053299999999997,1,1,17,31,27,10,2,0
BBa_J70663,0,0,0,0,0,0,0,0,0,0,0,0,0
BBa_J70624,0,2,5,10,6.7440999999999995,0,0,1,9,1,0,0,0
BBa_J70665,11,84,159,236,153.07969999999997,6,13,41,196,66,20,0,0
BBa_J70701,0,0,0,0,0,0,0,0,0,0,0,0,0
BBa_J70700,0,0,0,0,0,0,0,0,0,0,0,0,0
BBa_J70559,43,176,350,692,371.042,18,32,190,469,263,75,25,0
BBa_J72043,102,214,500,992,552.2094999999999,33,74,296,692,316,121,24,1
BBa_J72058,9,25,75,84,64.8955,2,17,24,70,19,8,1,0
BBa_J72048,4,67,113,246,126.9642,9,10,96,174,77,35,7,0
BBa_J72054,1,2,20,26,16.008300000000002,1,6,5,9,20,2,1,0
BBa_J72064,3,12,44,70,41.6075,0,4,39,41,31,11,8,0
BBa_J70666,11,79,181,240,166.7597,6,17,38,199,66,20,0,0
BBa_J72079,17,57,91,202,98.78139999999999,2,15,82,146,78,24,7,0
BBa_J72139,0,0,0,0,0,0,0,0,0,0,0,0,0
BBa_J72141,0,0,0,0,0,0,0,0,0,0,0,0,0
BBa_J72142,0,0,0,0,0,0,0,0,0,0,0,0,0
BBa_J72080,11,41,167,251,155.81539999999998,4,38,104,165,99,27,8,0
BBa_J72120,4,67,113,245,126.37819999999999,9,10,96,173,77,35,7,0
BBa_J72119,0,0,0,0,0,0,0,0,0,0,0,0,0
BBa_J72143,0,0,0,0,0,0,0,0,0,0,0,0,0
BBa_J72145,0,0,0,0,0,0,0,0,0,0,0,0,0
BBa_J72147,0,0,0,0,0,0,0,0,0,0,0,0,0
BBa_J72144,0,0,0,0,0,0,0,0,0,0,0,0,0
BBa_J72146,0,0,0,0,0,0,0,0,0,0,0,0,0
BBa_J72140,0,0,0,0,0,0,0,0,0,0,0,0,0
BBa_J72148,0,0,0,0,0,0,0,0,0,0,0,0,0
BBa_J72210,193,543,998,2453,1203.1396999999997,75,141,781,1708,886,274,71,0
BBa_J78001,53,212,750,1130,733.8677,14,98,211,772,363,129,13,0
BBa_J85601,0,0,0,0,0,0,0,0,0,0,0,0,0
BBa_J90001,10,91,125,304,144.85819999999998,8,8,62,215,111,34,7,0
BBa_J92212,20,148,278,578,298.61930000000007,14,38,164,394,221,65,15,1
BBa_J95017,0,6,0,8,1.9993,0,0,0,8,4,1,0,0
BBa_J95019,0,5,0,9,2.1033000000000004,0,0,2,7,3,0,0,0
BBa_J95018,0,9,0,10,1.4465999999999999,0,2,1,10,9,0,0,0
BBa_J95015,2,3,1,5,1.8791999999999998,0,0,1,5,2,0,0,0
BBa_J95016,0,7,0,10,0.8716999999999999,1,2,0,8,11,1,1,0
BBa_J95028,0,8,0,9,1.4355,0,1,1,9,7,0,0,0
BBa_J92002,382,927,2202,4306,2375.5991999999997,105,385,1753,3085,1393,526,178,0
BBa_J92001,382,927,2202,4306,2375.5991999999997,105,385,1753,3085,1393,526,178,0
BBa_J95024,10,31,35,92,43.6144,3,11,40,69,40,9,3,0
BBa_J95032,33,194,302,696,360.0159,16,50,216,505,246,80,16,0
BBa_J96000,0,1,1,3,0.6143,0,0,1,1,3,1,0,0
BBa_J96003,3,5,3,20,6.1576,1,0,6,14,8,0,0,0
BBa_J95043,133,309,422,1182,548.0465999999999,42,56,348,826,413,128,27,0
BBa_J96011,14,72,65,329,115.48479999999999,7,7,162,218,139,49,18,0
BBa_J96023,4,27,56,149,70.34399999999998,3,4,54,96,47,12,7,0
BBa_J96017,1,0,5,5,4.389,0,0,4,3,0,0,0,0
BBa_J96014,1,10,2,31,7.1272,1,0,4,18,14,7,2,0
BBa_J96012,5,70,22,269,62.8451,11,8,172,158,175,24,37,0
BBa_J96015,0,23,9,66,18.742700000000003,4,0,14,40,31,12,0,0
BBa_J96020,0,3,0,35,4.0991,0,6,27,17,30,3,3,0
BBa_J96013,16,116,75,475,123.67609999999999,16,33,234,266,351,54,42,0
BBa_J96027,0,2,6,7,4.8993,0,2,1,5,4,1,0,0
BBa_J96028,11,90,102,426,156.0366,18,10,83,259,179,53,17,0
BBa_J96026,1,4,2,15,2.9427999999999996,0,0,2,8,12,0,0,0
BBa_J96005,1,3,0,12,2.8044000000000007,1,0,3,8,4,0,0,0
BBa_J96024,0,4,3,16,5.8345,1,0,3,10,6,2,0,0
BBa_J96019,1,0,4,7,4.3122,0,0,4,5,2,0,0,0
BBa_J96018,2,1,4,6,3.8190999999999997,0,0,5,5,1,0,0,0
BBa_J96025,0,7,3,29,6.164600000000001,0,0,22,17,19,1,6,0
BBa_J96031,0,74,48,303,91.44619999999999,9,7,128,191,154,31,13,0
BBa_J96016,0,7,3,23,4.559100000000001,1,2,8,15,15,1,3,0
BBa_J96029,14,224,166,634,237.60080000000002,24,21,129,464,291,69,23,0
BBa_J96033,6,95,84,297,115.7275,9,13,76,212,137,36,10,0
BBa_J96037,0,0,0,5,2.9299999999999997,0,0,0,5,0,0,0,0
BBa_J96038,0,2,4,10,4.4384,0,1,4,7,5,1,0,0
BBa_J96032,0,66,107,234,114.49529999999999,8,12,103,159,108,35,7,0
BBa_J96034,24,161,277,607,323.50500000000005,12,43,185,435,212,73,13,0
BBa_J96035,0,0,5,6,5.938999999999999,0,0,0,6,0,0,0,0
BBa_J99004,4,2,35,25,27.3834,0,10,8,18,4,6,1,0
BBa_J96042,2,14,4,30,9.242099999999999,0,0,6,23,14,1,0,0
BBa_J96039,11,48,145,205,137.3083,6,20,48,144,78,38,5,0
BBa_J96041,0,4,7,19,7.7098,0,2,6,13,11,2,1,0
BBa_J96036,0,0,2,8,3.7361999999999997,0,0,1,5,2,0,0,0
BBa_K076003,0,1,5,19,4.4515,0,1,16,10,17,1,3,0
BBa_K075000,0,0,0,0,0,0,0,0,0,0,0,0,0
BBa_K076011,0,8,3,27,5.474600000000001,0,3,14,15,21,4,2,0
BBa_K076005,0,8,12,34,14.6023,2,3,5,22,16,2,0,0
BBa_K076015,300,1141,1408,4391,1763.1480999999999,129,274,1434,2887,2033,506,191,1
BBa_K079018,2,3,5,4,4.1921,0,0,2,4,1,1,0,0
BBa_K076000,450,1466,1522,5474,2026.7785,170,319,1877,3551,2709,632,280,1
BBa_K079036,1,1,0,7,2.0811,0,0,0,5,1,0,0,0
BBa_K079037,1,1,0,7,2.0811,0,0,0,5,1,1,0,0
BBa_K076013,509,1625,1663,6121,2254.3016000000002,190,340,2066,3959,2973,719,329,1
BBa_K079029,101,193,382,855,424.0201,29,35,320,580,326,116,39,1
BBa_K079038,0,2,0,7,1.9882000000000004,0,0,1,5,2,0,0,0
BBa_K076012,0,8,4,30,8.1852,1,0,9,18,14,4,0,0
BBa_K076018,356,1429,1558,5105,1998.9556,163,321,1680,3367,2454,610,231,1
BBa_K079045,3,10,15,23,15.741200000000001,2,0,7,19,2,2,0,0
BBa_K080003,55,116,174,534,218.1374,13,23,175,339,250,67,13,0
BBa_K082001,1,2,2,5,2.5530999999999997,0,0,0,5,1,0,0,0
BBa_K085005,12,33,76,135,74.14909999999999,6,11,45,88,50,10,7,0
BBa_K089004,21,68,48,266,81.22179999999999,6,9,152,176,142,22,22,0
BBa_K091106,4,10,33,27,27.596700000000002,1,3,12,19,7,4,1,0
BBa_K091107,3,6,7,13,7.4574,1,0,6,10,4,2,0,0
BBa_K091116,4,6,35,28,28.955600000000004,1,5,7,19,6,5,1,0
BBa_K091117,0,9,28,44,29.165899999999997,4,2,10,30,11,5,1,0
BBa_K091196,97,193,583,873,561.6677,32,85,200,617,260,96,13,1
BBa_K091184,126,243,390,940,462.29879999999997,44,49,307,679,294,107,31,1
BBa_K091195,62,159,376,671,384.0098,24,55,155,474,215,77,13,1
BBa_K093000,2,0,8,6,6.236000000000001,0,1,1,3,0,3,0,0
BBa_K092902,0,0,0,0,0,0,0,0,0,0,0,0,0
BBa_K094005,59,96,319,474,306.68719999999996,22,44,134,326,145,53,11,0
BBa_K094007,85,182,197,700,276.2101,31,20,282,482,291,87,31,1
BBa_K094104,15,90,160,354,180.5852,11,15,99,238,131,37,10,0
BBa_K100001,8,16,75,78,66.30990000000001,1,12,23,57,25,13,1,0
BBa_K100000,8,17,76,79,67.5698,1,13,24,58,24,12,0,0
BBa_K1010005,52,139,71,500,158.53900000000002,21,13,287,344,242,49,42,0
BBa_K1015013,31,72,171,326,190.16729999999998,5,22,109,235,110,52,10,0
BBa_K101008,123,331,517,1229,583.4438999999999,38,120,333,849,513,114,44,1
BBa_K1017402,1,9,20,45,21.079600000000003,2,11,15,29,23,3,0,0
BBa_K1023009,17,82,112,389,161.67419999999998,16,12,138,258,149,45,15,0
BBa_K1021009,0,0,0,0,0,0,0,0,0,0,0,0,0
BBa_K1023012,7,26,35,112,43.5052,5,5,40,68,53,18,13,0
BBa_K078101,3,10,15,42,21.683600000000002,0,0,15,35,6,7,0,0
BBa_K1023010,21,95,121,460,177.1334,16,25,168,294,207,38,19,0
BBa_K1023011,41,258,253,1016,386.9719,41,22,341,665,402,127,50,1
BBa_K1023014,20,122,109,469,161.67279999999997,16,31,149,295,260,50,23,0
BBa_K1023013,26,155,164,612,235.1902,16,25,214,406,272,78,28,0
BBa_K1028003,87,169,316,737,368.2967,29,40,189,489,257,112,18,0
BBa_K103015,2,4,0,5,0.8161999999999999,0,0,0,5,2,0,0,0
BBa_K1033201,0,0,0,0,0,0,0,0,0,0,0,0,0
BBa_K1033208,0,0,0,0,0,0,0,0,0,0,0,0,0
BBa_K1039017,226,556,1641,2711,1639.5835000000004,27,235,768,1757,928,387,49,1
BBa_K1033241,0,0,0,0,0,0,0,0,0,0,0,0,0
BBa_K1044006,0,0,0,0,0,0,0,0,0,0,0,0,0
BBa_K1044002,5,39,86,177,98.97289999999998,9,9,44,122,46,26,3,0
BBa_K1045003,4,37,116,169,115.47799999999998,1,12,43,129,47,19,0,0
BBa_K105021,1,3,3,8,3.2603,0,0,3,5,3,0,1,0
BBa_K105001,1,30,22,125,37.281299999999995,4,18,52,79,92,12,9,0
BBa_K105006,8,83,124,376,155.62789999999998,8,11,204,249,180,64,26,1
BBa_K105014,11,29,99,173,99.0428,4,9,41,108,73,11,3,0
BBa_K105005,1,57,89,203,101.59689999999999,4,8,101,156,80,33,13,0
BBa_K105002,10,30,89,217,98.97609999999999,6,5,77,136,66,29,8,0
BBa_K105015,9,41,146,234,155.12699999999998,7,30,33,173,61,13,0,0
BBa_K1051007,0,1,10,5,6.626200000000001,0,1,1,3,3,0,0,0
BBa_K1051059,10,55,154,232,150.25819999999996,5,15,32,167,74,28,3,0
BBa_K1051206,0,0,7,11,6.5641,0,1,8,4,1,3,0,0
BBa_K1051150,29,91,290,451,283.5901999999999,12,37,93,300,145,51,11,0
BBa_K1051151,41,111,356,548,342.23369999999994,14,44,111,364,172,72,13,0
BBa_K1051153,29,84,289,432,278.88439999999997,11,37,88,291,135,45,11,0
BBa_K1051062,14,86,143,273,148.387,5,15,48,215,92,23,2,0
BBa_K1051152,44,108,355,577,353.5479999999999,15,43,115,390,175,65,18,0
BBa_K1051208,0,0,8,10,7.616,0,1,8,4,0,2,0,0
BBa_K1051207,0,0,9,11,8.301,0,1,8,4,0,2,0,0
BBa_K1051258,51,89,153,341,169.30679999999998,7,14,112,221,140,35,14,0
BBa_K1051260,51,89,151,341,167.56989999999996,7,14,112,221,141,36,14,0
BBa_K1051262,51,89,152,340,168.6218,7,14,112,221,140,35,14,0
BBa_K1051261,51,89,153,341,169.30679999999998,7,14,112,221,140,35,14,0
BBa_K1051282,51,89,149,340,166.87879999999998,7,14,112,221,140,35,14,0
BBa_K1051257,51,89,151,341,167.56989999999996,7,14,112,221,141,36,14,0
BBa_K1051283,51,89,150,341,167.5638,7,14,112,221,140,35,14,0
BBa_K1051295,53,212,451,880,490.2220999999999,26,58,179,608,275,104,26,0
BBa_K1051259,51,89,152,340,168.6218,7,14,112,221,140,35,14,0
BBa_K1051296,18,97,236,433,241.1633,9,33,123,273,168,43,16,0
BBa_K1051291,53,212,451,880,490.2220999999999,26,58,179,608,275,104,26,0
BBa_K1051307,0,0,0,0,0,0,0,0,0,0,0,0,0
BBa_J70327,2,3,18,12,12.019699999999998,1,15,5,7,11,0,1,0
BBa_K1051507,46,114,285,517,295.44159999999994,18,44,102,362,181,39,14,0
BBa_K1051506,43,91,470,797,482.7562,20,57,178,469,243,103,20,0
BBa_K1051505,46,114,285,518,296.02759999999995,18,44,102,363,181,40,14,0
BBa_K1051710,45,94,322,439,297.3394,10,53,93,290,133,52,10,0
BBa_K1051508,43,91,470,796,482.17019999999997,20,57,178,468,243,102,20,0
BBa_K1053210,15,146,170,712,280.1221,31,20,389,496,293,54,62,0
BBa_K1053122,0,4,10,18,10.591499999999998,0,0,16,15,5,0,2,0
BBa_K1055001,0,93,119,242,127.4909,4,16,86,189,107,22,13,0
BBa_K1055000,1,86,116,256,124.62559999999998,9,17,83,181,110,29,9,0
BBa_K1065102,125,352,569,1674,702.1404,61,84,762,1088,736,200,124,0
BBa_K106006,235,628,1490,2582,1492.2519999999997,46,277,756,1728,975,313,83,2
BBa_K1065300,87,241,356,1153,501.69089999999994,45,38,535,799,449,86,81,0
BBa_K106693,235,628,1490,2582,1492.2519999999997,46,277,756,1728,975,313,83,2
BBa_K1069002,25,191,142,814,241.24579999999995,26,33,175,492,412,109,42,0
BBa_K1070005,2,2,22,40,22.186099999999996,2,6,15,24,12,6,1,0
BBa_K1072008,0,1,4,8,5.4731,0,0,0,8,1,0,0,0
BBa_K1072009,0,5,10,24,12.0866,1,0,1,14,7,2,0,0
BBa_K1072023,7,23,115,117,100.5747,1,19,26,78,31,24,1,0
BBa_K1069003,56,252,282,974,388.94720000000007,31,34,211,673,384,128,25,0
BBa_K1071011,0,1,8,35,11.139600000000002,0,1,21,14,19,8,3,0
BBa_K1071010,2,15,20,65,27.608,1,4,25,43,26,13,2,0
BBa_K1073003,1,12,30,53,32.617000000000004,5,2,10,38,12,5,1,0
BBa_K1075000,0,0,0,0,0,0,0,0,0,0,0,0,0
BBa_K1075008,1,32,30,109,42.012899999999995,2,1,69,66,43,23,7,0
BBa_K1075011,9,85,122,305,147.53969999999998,11,17,75,219,98,39,7,0
BBa_K1076001,22,48,147,215,142.86679999999998,5,16,75,156,67,33,5,0
BBa_K1075020,0,0,9,13,8.508999999999999,1,2,9,7,0,1,0,0
